Ecoregion,Park,Point transect name,Point transect identification,Elevation (m),Year,Month,Day,Temperature (Celcius),Sky condition,Wind speed (km/h),Common_Name,Scientific_Name,Number of Birds Detected from 0-3:20 (minutes),Number of Birds Detected from 3:20-6:40 (minutes),Number of Birds Detected from 6:40-10:00 (minutes),Behaviour,Easting coordinate,Northing coordinate
Écorégion,Parc,Nom du point-transect,Identification du point-transect,Élévation (m),Anneé,Mois,Jour,Température (Celcius),Condition du ciel,Vitesse du vent (km/h),Nom commun,Nom scientifique,Nombre d’oiseaux observés entre 0 et 3 min 20 (minutes),Nombre d’oiseaux observés entre 3 min 20 et 6 min 40 (minutes),Nombre d’oiseaux observés entre 6 min 40 et 10 min (minutes),Comportement,Abscisse,Ordonnée
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,WILSON'S WARBLER,Wilsonia pusilla,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,1,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,SWAINSON'S THRUSH,Catharus ustulatus,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,CHIPPING SPARROW,Spizella passerina,2,2,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,AMERICAN REDSTART,Setophaga ruticilla,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2010,6,11,13.5,overcast,0,MAGNOLIA WARBLER,Dendroica magnolia,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,RED-TAILED HAWK,Buteo jamaicensis,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,YELLOW WARBLER,Dendroica petechia,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,STELLER'S JAY,Cyanocitta stelleri,1,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,RED SQUIRREL,Tamiasciurus hudsonicus,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,Pacific Wren,Troglodytes pacificus,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,AMERICAN ROBIN,Turdus migratorius,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2011,6,21,7.6,50% cloud,0,SWAINSON'S THRUSH,Catharus ustulatus,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,Pacific Wren,Troglodytes pacificus,1,1,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,SWAINSON'S THRUSH,Catharus ustulatus,0,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,YELLOW WARBLER,Dendroica petechia,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,WESTERN TANAGER,Piranga ludoviciana,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,WARBLING VIREO,Vireo gilvus,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,VARIED THRUSH,Ixoreus naevius,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,TOWNSEND'S WARBLER,Dendroica townsendi,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,AMERICAN ROBIN,Turdus migratorius,1,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,NORTHERN WATERTHRUSH,Seiurus noveboracensis,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,MAGNOLIA WARBLER,Dendroica magnolia,0,1,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,2,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,CHIPPING SPARROW,Spizella passerina,1,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,PINE SISKIN,Carduelis pinus,0,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2012,6,15,8.6,overcast,0,RED-BREASTED NUTHATCH,Sitta canadensis,2,2,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,AMERICAN ROBIN,Turdus migratorius,1,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,WILSON'S WARBLER,Wilsonia pusilla,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,RED-NAPED SAPSUCKER,SPHYRAPICUS NUCHALIS,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,NORTHERN FLICKER,Colaptes auratus,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,0,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,MAGNOLIA WARBLER,Dendroica magnolia,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,1,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,AMERICAN REDSTART,Setophaga ruticilla,2,2,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,AMERICAN CROW,Corvus brachyrhynchos,1,1,2,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2014,6,27,10.7,overcast,0,CHIPPING SPARROW,Spizella passerina,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2016,6,21,8.9,Overcast,0,BROWN CREEPER,Certhia americana,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2016,6,21,8.9,Overcast,0,NORTHERN WATERTHRUSH,Seiurus noveboracensis,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2016,6,21,8.9,Overcast,0,AMERICAN REDSTART,Setophaga ruticilla,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2016,6,21,8.9,Overcast,0,AMERICAN CROW,Corvus brachyrhynchos,2,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2016,6,21,8.9,Overcast,0,SWAINSON'S THRUSH,Catharus ustulatus,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,Pacific Wren,Troglodytes pacificus,1,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,VARIED THRUSH,Ixoreus naevius,3,3,3,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,SWAINSON'S THRUSH,Catharus ustulatus,0,1,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,NORTHERN WATERTHRUSH,Seiurus noveboracensis,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,NORTHERN FLICKER,Colaptes auratus,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,2,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,AMERICAN REDSTART,Setophaga ruticilla,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2018,6,28,8.5,scattered,0,STELLER'S JAY,Cyanocitta stelleri,0,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,VARIED THRUSH,Ixoreus naevius,3,3,3,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,WILSON'S WARBLER,Wilsonia pusilla,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,SWAINSON'S THRUSH,Catharus ustulatus,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,Pacific Wren,Troglodytes pacificus,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,MOUNTAIN CHICKADEE,Parus gambeli,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,COMMON RAVEN,Corvus corax,1,2,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,WHITE-THROATED SPARROW,Zonotrichia albicollis,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2019,6,25,7.1,Clear,0,PINE SISKIN,Carduelis pinus,1,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,AMERICAN CROW,Corvus brachyrhynchos,0,1,2,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,VAUX'S SWIFT,Chaetura vauxi,1,0,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,PINE SISKIN,Carduelis pinus,1,1,0,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,MACGILLIVRAY'S WARBLER,Oporornis tolmiei,2,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,MAGNOLIA WARBLER,Dendroica magnolia,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,VARIED THRUSH,Ixoreus naevius,1,1,2,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,SWAINSON'S THRUSH,Catharus ustulatus,2,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,2,2,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,SONG SPARROW,Melospiza melodia,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,AMERICAN ROBIN,Turdus migratorius,1,0,0,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,TOWNSEND'S WARBLER,Dendroica townsendi,0,0,1,Singing,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,13,854,2020,6,16,8.9,Clear,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,0,0,1,Calling,469257,5690820
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2009,6,29,8,clear,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,0,0,2,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2009,6,29,8,clear,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2009,6,29,8,clear,0,SWAINSON'S THRUSH,Catharus ustulatus,2,2,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,PILEATED WOODPECKER,Dryocopus pileatus,0,1,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,WHITE-WINGED CROSSBILL,Loxia leucoptera,0,1,2,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,HERMIT THRUSH,Catharus guttatus,1,1,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,0,0,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,CHESTNUT-BACKED CHICKADEE,Parus rufescens,1,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2010,6,12,11.5,clear,0,SWAINSON'S THRUSH,Catharus ustulatus,0,1,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,BROWN CREEPER,Certhia americana,0,0,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,PILEATED WOODPECKER,Dryocopus pileatus,0,1,1,Drumming,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,2,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,SWAINSON'S THRUSH,Catharus ustulatus,2,1,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2011,6,25,11,overcast,0,VARIED THRUSH,Ixoreus naevius,2,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2012,6,18,8.7,,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,0,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2012,6,18,8.7,,0,PINE SISKIN,Carduelis pinus,1,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2012,6,18,8.7,,0,SWAINSON'S THRUSH,Catharus ustulatus,2,2,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2014,6,25,10.7,scattered,0,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2014,6,25,10.7,scattered,0,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2014,6,25,10.7,scattered,0,SWAINSON'S THRUSH,Catharus ustulatus,2,2,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2014,6,25,10.7,scattered,0,PINE SISKIN,Carduelis pinus,0,1,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,BROWN CREEPER,Certhia americana,0,1,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,PINE SISKIN,Carduelis pinus,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,RED SQUIRREL,Tamiasciurus hudsonicus,0,0,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,SWAINSON'S THRUSH,Catharus ustulatus,1,1,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,TOWNSEND'S WARBLER,Dendroica townsendi,0,1,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2016,6,16,3.1,Clear,2.1,VARIED THRUSH,Ixoreus naevius,2,2,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,VARIED THRUSH,Ixoreus naevius,3,3,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,0,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,SWAINSON'S THRUSH,Catharus ustulatus,1,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,PINE SISKIN,Carduelis pinus,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,PINE GROSBEAK,Pinicola enucleator,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,RED SQUIRREL,Tamiasciurus hudsonicus,0,0,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2018,6,24,11.3,clear,0,BROWN CREEPER,Certhia americana,1,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,VAUX'S SWIFT,Chaetura vauxi,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,VARIED THRUSH,Ixoreus naevius,1,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,PINE SISKIN,Carduelis pinus,2,2,2,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,RED CROSSBILL,Loxia curvirostra,1,2,2,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,STELLER'S JAY,Cyanocitta stelleri,0,0,1,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2019,6,30,11.3,Clear,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,GOLDEN-CROWNED KINGLET,Regulus satrapa,1,1,0,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,BROWN CREEPER,Certhia americana,0,1,1,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,HERMIT THRUSH,Catharus guttatus,2,3,3,Singing,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,PINE SISKIN,Carduelis pinus,1,0,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,RED-BREASTED NUTHATCH,Sitta canadensis,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,14,983,2020,6,17,9.8,Broken,0,VAUX'S SWIFT,Chaetura vauxi,0,1,0,Calling,471256,5687199
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,RED-NAPED SAPSUCKER,SPHYRAPICUS NUCHALIS,1,1,0,Calling,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,STELLER'S JAY,Cyanocitta stelleri,1,0,0,Calling,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,SWAINSON'S THRUSH,Catharus ustulatus,1,1,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,TOWNSEND'S WARBLER,Dendroica townsendi,1,1,0,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,VARIED THRUSH,Ixoreus naevius,0,1,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,WARBLING VIREO,Vireo gilvus,1,1,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,YELLOW WARBLER,Dendroica petechia,1,1,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,RED SQUIRREL,Tamiasciurus hudsonicus,1,0,0,Calling,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,WILSON'S WARBLER,Wilsonia pusilla,1,0,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,PINE SISKIN,Carduelis pinus,1,1,1,Singing,469365,5690502
Interior Cedar-hemlock,GNP,Glacier Beaver Valley,15,853,2009,6,30,6.2,scattered,0,NORTHERN WATERTHRUSH,Seiurus noveboracensis,0,0,1,Singing,469365,5690502
