Ecoregion,Park,Point transect name,Point transect identification,Elevation (m),Year,Month,Day,Temperature (Celcius),Sky condition,Wind speed (km/h),Common_Name,Scientific_Name,Number of Birds Detected from 0-3:20 (minutes),Number of Birds Detected from 3:20-6:40 (minutes),Number of Birds Detected from 6:40-10:00 (minutes),Behaviour,Easting coordinate,Northing coordinate
Écorégion,Parc,Nom du point-transect,Identification du point-transect,Élévation (m),Anneé,Mois,Jour,Température (Celcius),Condition du ciel,Vitesse du vent (km/h),Nom commun,Nom scientifique,Nombre d’oiseaux observés entre 0 et 3 min 20 (minutes),Nombre d’oiseaux observés entre 3 min 20 et 6 min 40 (minutes),Nombre d’oiseaux observés entre 6 min 40 et 10 min (minutes),Comportement,Abscisse,Ordonnée
Upper Subalpine,GNP,Bald Hills,7,1943,2019,7,9,8.1,Scattered,0.9,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2019,7,9,8.1,Scattered,0.9,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,2,0,0,Calling,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2019,7,9,8.1,Scattered,0.9,CHIPPING SPARROW,Spizella passerina,1,0,0,Singing,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2020,7,21,10.3,Overcast,2.2,WHITE-CROWNED SPARROW,Zonotrichia leucophrys,0,2,0,Singing,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2020,7,21,10.3,Overcast,2.2,GROUND SQUIRREL,,1,1,1,Calling,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2020,7,21,10.3,Overcast,2.2,FOX SPARROW,Passerella iliaca,1,1,1,Singing,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2020,7,21,10.3,Overcast,2.2,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Singing,476861,5681561
Upper Subalpine,GNP,Bald Hills,7,1943,2020,7,21,10.3,Overcast,2.2,HORNED LARK,Eremophila alpestris,0,1,0,Singing,476861,5681561
Upper Subalpine,GNP,Balu,2,2256,2014,7,8,7.3,clear,2.6,CHIPPING SPARROW,Spizella passerina,2,2,2,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2014,7,8,7.3,clear,2.6,FOX SPARROW,Passerella iliaca,0,1,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2014,7,8,7.3,clear,2.6,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,0,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2014,7,8,7.3,clear,2.6,PINE SISKIN,Carduelis pinus,0,0,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2014,7,8,7.3,clear,2.6,WHITE-WINGED CROSSBILL,Loxia leucoptera,0,0,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,VARIED THRUSH,Ixoreus naevius,0,1,0,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,PINE SISKIN,Carduelis pinus,0,1,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,FOX SPARROW,Passerella iliaca,0,0,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,AMERICAN ROBIN,Turdus migratorius,1,0,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,AMERICAN PIPIT,Anthus spinoletta,1,1,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2016,6,29,11.3,Clear,6.9,HERMIT THRUSH,Catharus guttatus,1,1,0,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2019,7,9,7.9,Clear,6,AMERICAN PIPIT,Anthus spinoletta,1,0,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2019,7,9,7.9,Clear,6,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2019,7,9,7.9,Clear,6,PINE SISKIN,Carduelis pinus,0,1,1,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2019,7,9,7.9,Clear,6,RED CROSSBILL,Loxia curvirostra,0,2,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,PINE SISKIN,Carduelis pinus,1,1,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,ORANGE-CROWNED WARBLER,Vermivora celata,1,0,0,Singing,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,RED CROSSBILL,Loxia curvirostra,2,0,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,2,2256,2020,7,14,4,Scattered,9,AMERICAN PIPIT,Anthus spinoletta,0,1,0,Calling,459087,5682272
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,PINE SISKIN,Carduelis pinus,1,0,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,1,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2014,7,8,5.9,clear,2.8,CLARK'S NUTCRACKER,Nucifraga columbiana,1,1,2,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2016,6,29,13.2,Clear,7.5,AMERICAN ROBIN,Turdus migratorius,1,1,0,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2016,6,29,13.2,Clear,7.5,DARK-EYED JUNCO,Junco hyemalis,1,0,0,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2016,6,29,13.2,Clear,7.5,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2019,7,9,8.7,Clear,0,DARK-EYED JUNCO,Junco hyemalis,1,2,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2019,7,9,8.7,Clear,0,RED CROSSBILL,Loxia curvirostra,0,1,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2019,7,9,8.7,Clear,0,HERMIT THRUSH,Catharus guttatus,2,2,1,Singing,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2019,7,9,8.7,Clear,0,PINE SISKIN,Carduelis pinus,2,2,1,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2020,7,14,10,Clear,11,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2020,7,14,10,Clear,11,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Calling,459228,5681994
Upper Subalpine,GNP,Balu,3,2186,2020,7,14,10,Clear,11,PINE SISKIN,Carduelis pinus,0,1,1,Calling,459228,5681994
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,PIKA,Ochotona princeps,0,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,RED SQUIRREL,Tamiasciurus hudsonicus,0,1,0,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,VARIED THRUSH,Ixoreus naevius,0,1,0,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,PINE SISKIN,Carduelis pinus,1,1,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,FOX SPARROW,Passerella iliaca,2,1,0,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,CLARK'S NUTCRACKER,Nucifraga columbiana,0,1,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2014,7,8,8.4,clear,1.8,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,DARK-EYED JUNCO,Junco hyemalis,2,2,2,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,RUBY-CROWNED KINGLET,Regulus calendula,0,0,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,PINE SISKIN,Carduelis pinus,0,1,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,BOREAL CHICKADEE,Parus hudsonicus,1,1,0,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,FOX SPARROW,Passerella iliaca,1,2,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2016,6,29,11.8,Clear,4,HERMIT THRUSH,Catharus guttatus,2,1,2,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,RED CROSSBILL,Loxia curvirostra,1,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,0,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,RED SQUIRREL,Tamiasciurus hudsonicus,0,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,RUBY-CROWNED KINGLET,Regulus calendula,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,RED-BREASTED NUTHATCH,Sitta canadensis,0,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,PINE SISKIN,Carduelis pinus,2,2,2,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,HERMIT THRUSH,Catharus guttatus,2,2,2,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,AMERICAN PIPIT,Anthus spinoletta,0,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,0,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,VARIED THRUSH,Ixoreus naevius,1,0,0,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,CHIPPING SPARROW,Spizella passerina,1,1,0,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2019,7,9,9.1,Scattered,3.1,PINE GROSBEAK,Pinicola enucleator,0,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2020,7,14,10,Scattered,9,PINE SISKIN,Carduelis pinus,0,0,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2020,7,14,10,Scattered,9,FOX SPARROW,Passerella iliaca,2,2,2,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2020,7,14,10,Scattered,9,SAVANNAH SPARROW,Passerculus sandwichensis,1,1,1,Calling,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2020,7,14,10,Scattered,9,OLIVE-SIDED FLYCATCHER,Contopus cooperi,0,0,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,4,2082,2020,7,14,10,Scattered,9,DARK-EYED JUNCO,Junco hyemalis,0,1,1,Singing,459368,5681711
Upper Subalpine,GNP,Balu,5,2096,2014,7,8,7.6,clear,3.2,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,1,Calling,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2014,7,8,7.6,clear,3.2,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2014,7,8,7.6,clear,3.2,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2016,6,29,11.5,Clear,8,AMERICAN ROBIN,Turdus migratorius,1,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2016,6,29,11.5,Clear,8,CHIPPING SPARROW,Spizella passerina,1,0,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2016,6,29,11.5,Clear,8,FOX SPARROW,Passerella iliaca,1,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2016,6,29,11.5,Clear,8,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2016,6,29,11.5,Clear,8,AMERICAN PIPIT,Anthus spinoletta,0,1,0,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,HERMIT THRUSH,Catharus guttatus,2,2,2,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,RED CROSSBILL,Loxia curvirostra,0,0,3,Calling,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,PINE SISKIN,Carduelis pinus,3,3,0,Calling,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,AMERICAN PIPIT,Anthus spinoletta,0,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,3,3,0,Calling,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2019,7,9,9.3,Scattered,2.2,CHIPPING SPARROW,Spizella passerina,0,1,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2020,7,14,12,Clear,9,FOX SPARROW,Passerella iliaca,2,0,1,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2020,7,14,12,Clear,9,DARK-EYED JUNCO,Junco hyemalis,1,1,2,Singing,459545,5681444
Upper Subalpine,GNP,Balu,5,2096,2020,7,14,12,Clear,9,SAVANNAH SPARROW,Passerculus sandwichensis,0,0,1,Calling,459545,5681444
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,AMERICAN PIPIT,Anthus spinoletta,1,0,0,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,CLARK'S NUTCRACKER,Nucifraga columbiana,1,0,0,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,FOX SPARROW,Passerella iliaca,1,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,MOUNTAIN BLUEBIRD,Sialia currucoides,0,1,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2014,7,8,9.6,clear,5.3,PINE SISKIN,Carduelis pinus,1,1,2,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,AMERICAN PIPIT,Anthus spinoletta,1,1,0,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,PINE SISKIN,Carduelis pinus,0,0,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,HERMIT THRUSH,Catharus guttatus,1,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,GROUND SQUIRREL,,0,0,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,CLARK'S NUTCRACKER,Nucifraga columbiana,0,0,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2016,6,29,15.3,Clear,6.1,DARK-EYED JUNCO,Junco hyemalis,1,0,2,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,PIKA,Ochotona princeps,1,1,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,VARIED THRUSH,Ixoreus naevius,0,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,RED CROSSBILL,Loxia curvirostra,0,3,2,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,DARK-EYED JUNCO,Junco hyemalis,2,2,2,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,PINE SISKIN,Carduelis pinus,3,2,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,Pacific Wren,Troglodytes pacificus,0,1,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,MOUNTAIN BLUEBIRD,Sialia currucoides,0,0,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,0,Calling,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,HERMIT THRUSH,Catharus guttatus,2,2,2,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,CHIPPING SPARROW,Spizella passerina,0,0,1,Singing,459872,5681457
Upper Subalpine,GNP,Balu,6,2042,2019,7,9,9.8,Scattered,4.9,PINE GROSBEAK,Pinicola enucleator,0,1,1,Calling,459872,5681457
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,0,1,1,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,HERMIT THRUSH,Catharus guttatus,2,1,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,DARK-EYED JUNCO,Junco hyemalis,1,0,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,CHIPPING SPARROW,Spizella passerina,1,0,0,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,CEDAR WAXWING,Bombycilla cedrorum,0,0,2,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2014,7,8,10.6,clear,2,PINE SISKIN,Carduelis pinus,1,0,0,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2016,6,29,18,Clear,1.8,DARK-EYED JUNCO,Junco hyemalis,0,0,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2016,6,29,18,Clear,1.8,HERMIT THRUSH,Catharus guttatus,0,1,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2016,6,29,18,Clear,1.8,PIKA,Ochotona princeps,0,1,0,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2016,6,29,18,Clear,1.8,PINE SISKIN,Carduelis pinus,1,1,0,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2016,6,29,18,Clear,1.8,TOWNSEND'S SOLITAIRE,Myadestes townsendi,1,0,0,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,GRAY-CROWNED ROSY-FINCH,LEUCOSTICTE TEPHROCOTIS,1,0,1,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,PINE SISKIN,Carduelis pinus,1,1,1,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,Pacific Wren,Troglodytes pacificus,1,1,0,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,DARK-EYED JUNCO,Junco hyemalis,0,1,1,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,CHIPPING SPARROW,Spizella passerina,1,1,0,Singing,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,PIKA,Ochotona princeps,1,0,2,Calling,460192,5681543
Upper Subalpine,GNP,Balu,7,2112,2019,7,9,10.2,Clear,2.1,FOX SPARROW,Passerella iliaca,0,0,1,Singing,460192,5681543
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,SWAINSON'S THRUSH,Catharus ustulatus,1,1,0,Singing,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,VARIED THRUSH,Ixoreus naevius,2,2,3,Singing,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,RED SQUIRREL,Tamiasciurus hudsonicus,1,1,0,Calling,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,PINE SISKIN,Carduelis pinus,1,0,1,Calling,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,Pacific Wren,Troglodytes pacificus,1,1,1,Singing,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,MOUNTAIN CHICKADEE,Parus gambeli,1,0,0,Singing,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,GRAY JAY,Perisoreus canadensis,1,1,0,Calling,479686,5669086
Upper Subalpine,GNP,Caribou Pass,1,1830,2013,6,27,,,,YELLOW-RUMPED WARBLER,Dendroica coronata,1,0,0,Singing,479686,5669086
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,VARIED THRUSH,Ixoreus naevius,1,2,1,Singing,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,AMERICAN ROBIN,Turdus migratorius,1,0,0,Calling,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,DARK-EYED JUNCO,Junco hyemalis,0,1,1,Singing,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,FOX SPARROW,Passerella iliaca,0,0,1,Singing,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,GROUND SQUIRREL,,1,1,1,Calling,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,HERMIT THRUSH,Catharus guttatus,2,2,1,Singing,479021,5682207
Lower Subalpine,GNP,Copperstain,10,2266,2013,7,4,11.9,clear,1.8,PINE SISKIN,Carduelis pinus,1,0,0,Calling,479021,5682207
Lower Subalpine,GNP,Copperstain,6,1896,2013,7,4,7.2,clear,2.2,YELLOW-RUMPED WARBLER,Dendroica coronata,0,1,0,Singing,477686,5683299
Lower Subalpine,GNP,Copperstain,6,1896,2013,7,4,7.2,clear,2.2,PINE SISKIN,Carduelis pinus,1,1,1,Calling,477686,5683299
Lower Subalpine,GNP,Copperstain,6,1896,2013,7,4,7.2,clear,2.2,CHIPPING SPARROW,Spizella passerina,1,1,1,Singing,477686,5683299
Lower Subalpine,GNP,Copperstain,6,1896,2013,7,4,7.2,clear,2.2,HERMIT THRUSH,Catharus guttatus,2,0,0,Singing,477686,5683299
Lower Subalpine,GNP,Copperstain,6,1896,2013,7,4,7.2,clear,2.2,NORTHERN FLICKER,Colaptes auratus,0,1,0,Calling,477686,5683299
Lower Subalpine,GNP,Copperstain,7,1939,2013,7,4,7.3,clear,1.7,CHIPPING SPARROW,Spizella passerina,1,1,0,Singing,477869,5683023
Lower Subalpine,GNP,Copperstain,7,1939,2013,7,4,7.3,clear,1.7,HERMIT THRUSH,Catharus guttatus,1,0,0,Singing,477869,5683023
Lower Subalpine,GNP,Copperstain,7,1939,2013,7,4,7.3,clear,1.7,PINE SISKIN,Carduelis pinus,2,1,2,Calling,477869,5683023
Lower Subalpine,GNP,Copperstain,7,1939,2013,7,4,7.3,clear,1.7,TOWNSEND'S SOLITAIRE,Myadestes townsendi,1,0,0,Singing,477869,5683023
Lower Subalpine,GNP,Copperstain,7,1939,2013,7,4,7.3,clear,1.7,YELLOW-RUMPED WARBLER,Dendroica coronata,1,1,1,Singing,477869,5683023
Lower Subalpine,GNP,Copperstain,8,2060,2013,7,4,10.8,clear,0,DARK-EYED JUNCO,Junco hyemalis,1,1,1,Singing,478576,5681599
Lower Subalpine,GNP,Copperstain,8,2060,2013,7,4,10.8,clear,0,VARIED THRUSH,Ixoreus naevius,2,3,1,Singing,478576,5681599
Lower Subalpine,GNP,Copperstain,8,2060,2013,7,4,10.8,clear,0,FOX SPARROW,Passerella iliaca,1,0,1,Singing,478576,5681599
Lower Subalpine,GNP,Copperstain,8,2060,2013,7,4,10.8,clear,0,CLARK'S NUTCRACKER,Nucifraga columbiana,0,0,1,Calling,478576,5681599
