Park,Point transect identification,Ecoregion,Universal Transverse Mercator Zone,Easting coordinate,Northing coordinate,Elevation,Date and Time,Temperature,Sky condition,Wind speed (km/h),Duration of survey (min)
Parc,Identification du point-transect,Écorégion,Zone de la projection transverse universelle de Mercator,Abscisse,Ordonnée,Élévation,Date et heure,Température,Condition du ciel,Vitesse du vent (km/h),Durée du relevé (min)
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,06/06/2008 5:20,6.7,overcast,3.1,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,16/06/2008 5:20,0.3,clear,0.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2007 7:45,12.4,clear,1.9,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,10/06/2009 6:10,6.9,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,20/06/2016 5:20,2.7,scattered,3.4,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2014 5:45,7.5,Overcast,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,12/06/2015 5:20,7.8,broken,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,04/06/2013 5:52,2.2,Clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,14/06/2010 5:50,5,scattered,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,27/06/2011 6:03,7.6,clear,0,10
WLNP,575,Foothills Parkland,12N,289892,5445712,1344,26/06/2012 5:13,17.7,overcast,1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,29/06/2012 5:23,14.3,broken,0.8,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,10/06/2009 6:35,4.1,clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,20/06/2016 6:13,3,scattered,0.9,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,27/06/2011 6:28,3.6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,14/06/2010 6:15,13,scattered,1.1,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2007 8:30,6,clear,1.2,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2014 6:08,7.6,Overcast,1.6,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,12/06/2015 5:42,9,broken,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,04/06/2013 6:30,2.7,Clear,0,10
WLNP,576,Foothills Parkland,12N,289859,5445503,1345,16/06/2008 5:49,2.8,clear,1.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,14/06/2010 6:40,15.2,scattered,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,12/06/2015 6:06,9.3,broken,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,29/06/2012 5:44,15,broken,1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,20/06/2016 5:52,3.4,scattered,1.8,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,10/06/2009 7:00,6.6,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,04/06/2013 7:01,8.8,Clear,0.9,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,06/06/2014 5:28,3.9,Obscured,4.1,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,16/06/2008 6:00,8.8,clear,0,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,13/06/2007 9:20,11.7,clear,1.5,10
WLNP,577,Foothills Parkland,12N,289781,5445284,1347,27/06/2011 6:53,5.7,clear,2,10
